epoch,train_loss,validation_loss,Model,Seed
12,0.03307840991765261,0.0664473120123148,CloudTrace-MVAD (Full),52
13,0.032812319385508694,0.06549775833263993,CloudTrace-MVAD (Full),52
14,0.03167430236935616,0.06431668950244784,CloudTrace-MVAD (Full),52
15,0.03138368967920542,0.064260917250067,CloudTrace-MVAD (Full),52
16,0.0317082891240716,0.06358991796150804,CloudTrace-MVAD (Full),52
17,0.03088883273303509,0.06340600224211812,CloudTrace-MVAD (Full),52
18,0.031283920630812645,0.06342860870063305,CloudTrace-MVAD (Full),52
1,0.25981425046920775,0.20383103820495307,Ablation: Event only,52
2,0.14162319526076317,0.1067147342255339,Ablation: Event only,52
3,0.07290447081128756,0.05254544911440462,Ablation: Event only,52
4,0.0417023037870725,0.03364529926329851,Ablation: Event only,52
5,0.03348567187786102,0.026999080670066178,Ablation: Event only,52
6,0.02899150047451258,0.023462548851966858,Ablation: Event only,52
7,0.02625975348055363,0.02090378908906132,Ablation: Event only,52
8,0.02391166382779678,0.01902440225239843,Ablation: Event only,52
9,0.022562123152116934,0.01749821228440851,Ablation: Event only,52
10,0.022071776787439983,0.01695588685106486,Ablation: Event only,52
11,0.021449608790377776,0.01593981438782066,Ablation: Event only,52
12,0.020013520618279775,0.015350194880738854,Ablation: Event only,52
13,0.019629540387541056,0.015054189367219806,Ablation: Event only,52
14,0.019908849243074657,0.014659819891676307,Ablation: Event only,52
15,0.021082253598918518,0.014628898701630533,Ablation: Event only,52
16,0.018233525535712638,0.014414561563171446,Ablation: Event only,52
17,0.018522820714861155,0.014305472373962402,Ablation: Event only,52
18,0.01870371333012978,0.014297295245341957,Ablation: Event only,52
1,0.23680528153975805,0.26658232882618904,Ablation: No event,52
2,0.15113416388630868,0.2022559940814972,Ablation: No event,52
3,0.10062416990598043,0.1283303601667285,Ablation: No event,52
4,0.06237497118612131,0.09078261815011501,Ablation: No event,52
5,0.04336778124173482,0.07854176219552755,Ablation: No event,52
6,0.03554878234863281,0.07208246365189552,Ablation: No event,52
7,0.031455368362367155,0.07013449724763632,Ablation: No event,52
8,0.02873511587580045,0.06899610720574856,Ablation: No event,52
9,0.027753653563559057,0.0681920275092125,Ablation: No event,52
10,0.025207073924442134,0.06681532878428698,Ablation: No event,52
11,0.02449761579434077,0.06639400217682123,Ablation: No event,52
12,0.02493097906311353,0.06519481632858515,Ablation: No event,52
13,0.023637750806907814,0.06465823203325272,Ablation: No event,52
14,0.024383301970859368,0.06438268721103668,Ablation: No event,52
15,0.024203332203129927,0.06416824460029602,Ablation: No event,52
16,0.023981025504569212,0.06421460770070553,Ablation: No event,52
17,0.02394780274480581,0.06433425657451153,Ablation: No event,52
18,0.023663532050947348,0.06418443005532026,Ablation: No event,52
1,0.18203407004475594,0.17286985367536545,Ablation: No temporal,52
2,0.10560826112826666,0.12231267616152763,Ablation: No temporal,52
3,0.06332961296041807,0.0841405438259244,Ablation: No temporal,52
4,0.03889545996983846,0.06516664801165462,Ablation: No temporal,52
5,0.028429847769439222,0.05697814654558897,Ablation: No temporal,52
6,0.023933340733249982,0.052944408264011145,Ablation: No temporal,52
7,0.021433000763257343,0.04930873587727547,Ablation: No temporal,52
8,0.019922533569236598,0.047685211058706045,Ablation: No temporal,52
9,0.019283088172475496,0.046001022681593895,Ablation: No temporal,52
10,0.018018466451515756,0.044313567923381925,Ablation: No temporal,52
11,0.017077561281621457,0.04381210543215275,Ablation: No temporal,52
12,0.016824179608374835,0.042855923529714346,Ablation: No temporal,52
13,0.01671587253610293,0.04197611194103956,Ablation: No temporal,52
14,0.016269224199155965,0.04189136624336243,Ablation: No temporal,52
15,0.016465457218388716,0.04135863506235182,Ablation: No temporal,52
16,0.015430943078051011,0.04126612306572497,Ablation: No temporal,52
17,0.015578027597318094,0.0412657274864614,Ablation: No temporal,52
18,0.015747681415329378,0.04123881692066789,Ablation: No temporal,52
1,0.3499252662062645,0.333671934902668,Ablation: No relational,52
2,0.22470015982786815,0.26338078267872334,Ablation: No relational,52
3,0.15615145315726597,0.18104417249560356,Ablation: No relational,52
4,0.1081693818171819,0.12223238963633776,Ablation: No relational,52
5,0.0804294791072607,0.09386970475316048,Ablation: No relational,52
6,0.06661475487053395,0.08130553085356951,Ablation: No relational,52
7,0.05649565892914931,0.07088734954595566,Ablation: No relational,52
8,0.05363611591358979,0.06603425461798906,Ablation: No relational,52
9,0.04967746660113335,0.06258514057844877,Ablation: No relational,52
10,0.04631509097913901,0.05886069452390075,Ablation: No relational,52
11,0.04484849783281485,0.05723667610436678,Ablation: No relational,52
12,0.04272914826869965,0.054785254411399364,Ablation: No relational,52
13,0.04182995607455572,0.05385135067626834,Ablation: No relational,52
14,0.041271817435820896,0.05335615389049053,Ablation: No relational,52
15,0.04120025585095088,0.05300826532766223,Ablation: No relational,52
16,0.04080403683086236,0.052875885274261236,Ablation: No relational,52
17,0.040539856627583505,0.05268760398030281,Ablation: No relational,52
18,0.040496292524039745,0.052552657667547464,Ablation: No relational,52
1,0.24913355360428494,0.26472795009613037,Denoising Autoencoder,62
2,0.15120685050884883,0.17136651277542114,Denoising Autoencoder,62
3,0.09280439640084902,0.11119329929351807,Denoising Autoencoder,62
4,0.058214318255583444,0.07913155853748322,Denoising Autoencoder,62
5,0.04337642999986808,0.06194854527711868,Denoising Autoencoder,62
6,0.03466992390652498,0.05034906417131424,Denoising Autoencoder,62
7,0.03055946932484706,0.044546112418174744,Denoising Autoencoder,62
8,0.028286642643312612,0.04024459794163704,Denoising Autoencoder,62
9,0.026071637247999508,0.03785889595746994,Denoising Autoencoder,62
10,0.024929678502182164,0.03450982645153999,Denoising Autoencoder,62
11,0.023203652910888196,0.032568205147981644,Denoising Autoencoder,62
12,0.022260214605679115,0.02958536334335804,Denoising Autoencoder,62
13,0.021731711054841677,0.028671564534306526,Denoising Autoencoder,62
14,0.020303473249077796,0.028629358857870102,Denoising Autoencoder,62
15,0.020381354664762815,0.027712387964129448,Denoising Autoencoder,62
16,0.019118377628425758,0.02636321261525154,Denoising Autoencoder,62
17,0.018480935102949538,0.02634529024362564,Denoising Autoencoder,62
18,0.01808992335572839,0.025958772748708725,Denoising Autoencoder,62
1,0.2637558177113533,0.2580485250800848,CloudTrace-MVAD (Full),62
2,0.16088070447246233,0.2113111950457096,CloudTrace-MVAD (Full),62
3,0.12540291696786882,0.16725109610706568,CloudTrace-MVAD (Full),62
4,0.10170862873395284,0.1431144867092371,CloudTrace-MVAD (Full),62
5,0.08820753867427508,0.13193850684911013,CloudTrace-MVAD (Full),62
6,0.08076076755921045,0.12456165067851543,CloudTrace-MVAD (Full),62
7,0.06927884668111801,0.10117301438003778,CloudTrace-MVAD (Full),62
8,0.05388244142134984,0.08773473091423512,CloudTrace-MVAD (Full),62
9,0.0457580104470253,0.07961943186819553,CloudTrace-MVAD (Full),62
10,0.040697582562764484,0.07444002944976091,CloudTrace-MVAD (Full),62
11,0.03788735630611579,0.07234904263168573,CloudTrace-MVAD (Full),62
12,0.03592226045827071,0.07078967522829771,CloudTrace-MVAD (Full),62
13,0.03523894635339578,0.06915148813277483,CloudTrace-MVAD (Full),62
14,0.03358480557799339,0.06860768795013428,CloudTrace-MVAD (Full),62
15,0.03291819654405117,0.06772063346579671,CloudTrace-MVAD (Full),62
16,0.032766600139439106,0.06742562307044864,CloudTrace-MVAD (Full),62
17,0.0329682736347119,0.06733999028801918,CloudTrace-MVAD (Full),62
18,0.03349854946136475,0.06733042700216174,CloudTrace-MVAD (Full),62
1,0.26057391067345936,0.2078842252958566,Ablation: Event only,62
2,0.14545326555768648,0.11379025666974485,Ablation: Event only,62
3,0.07646096013486385,0.05686825851444155,Ablation: Event only,62
4,0.04584982121984164,0.036311910254880786,Ablation: Event only,62
5,0.034626540665825205,0.02902647410519421,Ablation: Event only,62
6,0.029846743245919547,0.02504228730686009,Ablation: Event only,62
7,0.028123454190790653,0.022734075784683228,Ablation: Event only,62
8,0.025317092550297578,0.020520677557215095,Ablation: Event only,62
9,0.023249475626895826,0.019467412144877017,Ablation: Event only,62
10,0.022633407451212405,0.018152595730498433,Ablation: Event only,62
11,0.021185813223322233,0.017285537905991077,Ablation: Event only,62
12,0.02046612206225594,0.016730384435504675,Ablation: Event only,62
13,0.01993686662365993,0.016248261323198676,Ablation: Event only,62
14,0.020359102947016556,0.015870479750446975,Ablation: Event only,62
15,0.019219348796953757,0.015760786598548293,Ablation: Event only,62
16,0.019396719895303248,0.015564463683404028,Ablation: Event only,62
17,0.019781332897643247,0.015486491261981428,Ablation: Event only,62
18,0.020188259705901147,0.015497459913603961,Ablation: Event only,62
1,0.2288255458076795,0.23364346846938133,Ablation: No event,62
2,0.13469872971375782,0.1787958424538374,Ablation: No event,62
3,0.08521733048061529,0.1176576316356659,Ablation: No event,62
4,0.05410142727196217,0.09228675253689289,Ablation: No event,62
5,0.04123009406030178,0.082209262996912,Ablation: No event,62
6,0.03452873763938745,0.07527225837111473,Ablation: No event,62
7,0.031029080972075462,0.07309846580028534,Ablation: No event,62
8,0.02758148405700922,0.07083107810467482,Ablation: No event,62
9,0.02756576829900344,0.06855418253690004,Ablation: No event,62
10,0.025876503127316635,0.06725221406668425,Ablation: No event,62
11,0.02447297821442286,0.06513094063848257,Ablation: No event,62
12,0.023529564402997492,0.06445984356105328,Ablation: No event,62
13,0.023633240722119808,0.06308828201144934,Ablation: No event,62
14,0.02345713513592879,0.0627625472843647,Ablation: No event,62
15,0.023043239551285902,0.062287493608891964,Ablation: No event,62
16,0.022661334772904714,0.06193220941349864,Ablation: No event,62
17,0.022772008273750543,0.06190806953236461,Ablation: No event,62
18,0.0230954434722662,0.06196534913033247,Ablation: No event,62
1,0.19810547828674316,0.19182802829891443,Ablation: No temporal,62
2,0.12207736819982529,0.14759104559198022,Ablation: No temporal,62
3,0.08432412693897882,0.10110587486997247,Ablation: No temporal,62
4,0.050574685881535214,0.0717800110578537,Ablation: No temporal,62
5,0.03263730828960736,0.05970580503344536,Ablation: No temporal,62
6,0.026373068119088808,0.05648233601823449,Ablation: No temporal,62
7,0.02380190628270308,0.05353382462635636,Ablation: No temporal,62
8,0.021344028723736603,0.05102925468236208,Ablation: No temporal,62
9,0.01963574377199014,0.04967139335349202,Ablation: No temporal,62
10,0.019074260101964075,0.04834409989416599,Ablation: No temporal,62
11,0.018337418356289468,0.04750204365700483,Ablation: No temporal,62
12,0.017953052123387655,0.046300897374749184,Ablation: No temporal,62
13,0.01734270288919409,0.04572881106287241,Ablation: No temporal,62
14,0.017269975412636994,0.04530278546735644,Ablation: No temporal,62
15,0.016218136219928663,0.044870200799778104,Ablation: No temporal,62
16,0.01709228285277883,0.04466659156605601,Ablation: No temporal,62
17,0.016731088298062483,0.04456739639863372,Ablation: No temporal,62
18,0.016250822599977253,0.04457621742039919,Ablation: No temporal,62
1,0.3450084274013837,0.32600300572812557,Ablation: No relational,62
2,0.21826904664436977,0.2212884221225977,Ablation: No relational,62
3,0.14624977086981136,0.1560884341597557,Ablation: No relational,62
4,0.10099770824114482,0.11815428454428911,Ablation: No relational,62
5,0.07538833282887936,0.0925454804673791,Ablation: No relational,62
6,0.06140291045109431,0.07944422867149115,Ablation: No relational,62
7,0.05424170084297657,0.07023429870605469,Ablation: No relational,62
8,0.05074455253779888,0.06551280431449413,Ablation: No relational,62
9,0.047757886722683905,0.06236874032765627,Ablation: No relational,62
10,0.044513444105784096,0.05905370321124792,Ablation: No relational,62
11,0.04397359776000182,0.05799331609159708,Ablation: No relational,62
12,0.04197064191102982,0.05647355783730745,Ablation: No relational,62
13,0.04202339351177216,0.05549424001947045,Ablation: No relational,62
14,0.040965108573436736,0.05435975035652518,Ablation: No relational,62
15,0.0411524023860693,0.0543916467577219,Ablation: No relational,62
16,0.04003043236831824,0.054199748672544956,Ablation: No relational,62
17,0.03941428009420633,0.053942432161420584,Ablation: No relational,62
18,0.0394209927568833,0.053934738505631685,Ablation: No relational,62
1,0.2467070976893107,0.2697220742702484,Denoising Autoencoder,72
2,0.15122053772211075,0.17673388123512268,Denoising Autoencoder,72
3,0.09095855255921682,0.10927197337150574,Denoising Autoencoder,72
4,0.05738424621522427,0.07969019562005997,Denoising Autoencoder,72
5,0.042631113342940806,0.062160149216651917,Denoising Autoencoder,72
6,0.035102086948851745,0.05245763063430786,Denoising Autoencoder,72
7,0.03038049942503373,0.04610591009259224,Denoising Autoencoder,72
8,0.027826048309604327,0.04226068779826164,Denoising Autoencoder,72
9,0.02546164089192947,0.03732699528336525,Denoising Autoencoder,72
10,0.024778914451599122,0.03464731201529503,Denoising Autoencoder,72
11,0.023933454975485803,0.033732276409864426,Denoising Autoencoder,72
12,0.022805367410182954,0.030747216194868088,Denoising Autoencoder,72
13,0.021343326506515343,0.029071014374494553,Denoising Autoencoder,72
14,0.020722732630868754,0.028480038046836853,Denoising Autoencoder,72
15,0.020533887079606454,0.027810396626591682,Denoising Autoencoder,72
16,0.019678869812438885,0.0268601942807436,Denoising Autoencoder,72
17,0.01877094687273105,0.02625899575650692,Denoising Autoencoder,72
18,0.019185741680363813,0.02558312937617302,Denoising Autoencoder,72
1,0.26163804829120635,0.26108348928391933,CloudTrace-MVAD (Full),72
2,0.16750848765174547,0.21543545462191105,CloudTrace-MVAD (Full),72
3,0.11390555004278818,0.1610244270414114,CloudTrace-MVAD (Full),72
4,0.07677711670597394,0.12203209660947323,CloudTrace-MVAD (Full),72
5,0.056391939893364905,0.10015176516026258,CloudTrace-MVAD (Full),72
6,0.046812696009874345,0.08658264763653278,CloudTrace-MVAD (Full),72
7,0.04185735769569874,0.08531860820949078,CloudTrace-MVAD (Full),72
8,0.037797073895732565,0.07951880898326635,CloudTrace-MVAD (Full),72
9,0.034917805592219034,0.07487981766462326,CloudTrace-MVAD (Full),72
10,0.03331709330280622,0.07339196559041739,CloudTrace-MVAD (Full),72
11,0.032418453320860866,0.0721029806882143,CloudTrace-MVAD (Full),72
12,0.032244489341974256,0.07071937713772058,CloudTrace-MVAD (Full),72
13,0.031011787801980974,0.06891004089266062,CloudTrace-MVAD (Full),72
14,0.03002771797279517,0.06771510373800993,CloudTrace-MVAD (Full),72
15,0.03025408834218979,0.06757963262498379,CloudTrace-MVAD (Full),72
16,0.029359705932438373,0.06706990487873554,CloudTrace-MVAD (Full),72
17,0.02938620143880447,0.06676177773624659,CloudTrace-MVAD (Full),72
18,0.02946832881619533,0.06678344216197729,CloudTrace-MVAD (Full),72
1,0.2776072641213735,0.22727644629776478,Ablation: Event only,72
2,0.16525558059414228,0.13166465214453638,Ablation: Event only,72
3,0.09124948171277841,0.06674668530467898,Ablation: Event only,72
4,0.04913699651757876,0.03750917478464544,Ablation: Event only,72
5,0.034054247476160524,0.028367631253786385,Ablation: Event only,72
6,0.02930439915508032,0.0245260278461501,Ablation: Event only,72
7,0.0274409552415212,0.022763783344998956,Ablation: Event only,72
8,0.024332815470794838,0.021295846672728658,Ablation: Event only,72
9,0.02182611059397459,0.019795042695477605,Ablation: Event only,72
10,0.02115571666508913,0.018653689650818706,Ablation: Event only,72
11,0.021071579090009132,0.01762856135610491,Ablation: Event only,72
12,0.020302250888198613,0.017174195614643395,Ablation: Event only,72
13,0.02108012344688177,0.016976886428892612,Ablation: Event only,72
14,0.018789619052161772,0.016573087079450488,Ablation: Event only,72
15,0.018795304466038942,0.01627710449974984,Ablation: Event only,72
16,0.019143940104792517,0.016215262934565544,Ablation: Event only,72
17,0.018769219828148682,0.01613067032303661,Ablation: Event only,72
18,0.019554114465912185,0.01611387776210904,Ablation: Event only,72
1,0.23089114005366962,0.22474868036806583,Ablation: No event,72
2,0.11944230198860169,0.14699827320873737,Ablation: No event,72
3,0.07358455409606297,0.10585288237780333,Ablation: No event,72
4,0.0497121994694074,0.08553595747798681,Ablation: No event,72
5,0.037644885418315725,0.07577136904001236,Ablation: No event,72
6,0.03323689779887597,0.07130914181470871,Ablation: No event,72
7,0.0303378035624822,0.06838610209524632,Ablation: No event,72
8,0.02794380815078815,0.06866157427430153,Ablation: No event,72
9,0.02617524638772011,0.0668547498062253,Ablation: No event,72
10,0.024764849493900936,0.0661927592009306,Ablation: No event,72
11,0.023974759255846342,0.06528142560273409,Ablation: No event,72
12,0.023373890047272045,0.06372945010662079,Ablation: No event,72
13,0.023881216160953046,0.06311795487999916,Ablation: No event,72
14,0.023118194565176962,0.06285992823541164,Ablation: No event,72
15,0.022722901465992134,0.062230538576841354,Ablation: No event,72
16,0.022305485357840858,0.0620989091694355,Ablation: No event,72
17,0.022764983338614306,0.06211116351187229,Ablation: No event,72
18,0.023340579805274805,0.06213713809847832,Ablation: No event,72
1,0.18062206705411274,0.1735853450372815,Ablation: No temporal,72
2,0.10493400568763415,0.12236516131088138,Ablation: No temporal,72
3,0.06251998307804267,0.08082537958398461,Ablation: No temporal,72
4,0.036860754092534385,0.06254880921915174,Ablation: No temporal,72
5,0.0272891890257597,0.05557842319831252,Ablation: No temporal,72
6,0.024108940921723842,0.05194318247959018,Ablation: No temporal,72
7,0.021474731837709746,0.04892781074158847,Ablation: No temporal,72
8,0.020516154107948145,0.04704387811943889,Ablation: No temporal,72
9,0.019152616740514834,0.04538176627829671,Ablation: No temporal,72
10,0.01789340709025661,0.0439027501270175,Ablation: No temporal,72
11,0.016980322947104772,0.04276038846001029,Ablation: No temporal,72
12,0.017252828429142632,0.042245195945724845,Ablation: No temporal,72
13,0.01650975678736965,0.04141712700948119,Ablation: No temporal,72
14,0.01606309097260237,0.04116746713407338,Ablation: No temporal,72
15,0.016300894071658453,0.04098046151921153,Ablation: No temporal,72
16,0.015216278626273077,0.04069782258011401,Ablation: No temporal,72
17,0.01593948599571983,0.04065042198635638,Ablation: No temporal,72
18,0.016155797926088174,0.040653065545484424,Ablation: No temporal,72
1,0.3471388613184293,0.3330981135368347,Ablation: No relational,72
2,0.2299639567732811,0.2632145881652832,Ablation: No relational,72
3,0.16335058212280273,0.17920242343097925,Ablation: No relational,72
4,0.11311728060245514,0.12594389077275991,Ablation: No relational,72
5,0.08210905467470488,0.10037557128816843,Ablation: No relational,72
6,0.06645164626340071,0.09180106781423092,Ablation: No relational,72
7,0.059324318543076515,0.08138248976320028,Ablation: No relational,72
8,0.05363544511298338,0.07402687147259712,Ablation: No relational,72
9,0.049173559372623764,0.06678302679210901,Ablation: No relational,72
10,0.04669650668899218,0.06487765349447727,Ablation: No relational,72
11,0.04491301750143369,0.06272981502115726,Ablation: No relational,72
12,0.0446463601042827,0.061205703765153885,Ablation: No relational,72
13,0.041450979684789974,0.05909101665019989,Ablation: No relational,72
14,0.04239372710386912,0.05956783704459667,Ablation: No relational,72
15,0.041325459629297255,0.05778697598725557,Ablation: No relational,72
16,0.04173487064739068,0.05743167456239462,Ablation: No relational,72
17,0.040700523927807805,0.05753062479197979,Ablation: No relational,72
